# e nB nQ T p muB muS muQ 
0.34 0.1 -0.04 0.1475071 0.0500666 0.3415742 0.1033979 -0.0765922
0.34 0.1 -0.03 0.1477586 0.0499994 0.3378439 0.0993841 -0.0681235
0.34 0.1 -0.02 0.1479804 0.0499402 0.3340526 0.095338 -0.0596394
0.34 0.1 -0.01 0.1481724 0.049889 0.3301993 0.0912604 -0.0511425
0.34 0.1 0.0 0.1483349 0.0498458 0.326283 0.0871519 -0.0426346
0.34 0.1 0.01 0.1484678 0.0498105 0.3223031 0.083013 -0.034118
0.34 0.1 0.02 0.148571 0.0497831 0.3182592 0.0788445 -0.0255944
0.34 0.1 0.03 0.1486448 0.0497636 0.3141513 0.0746469 -0.0170658
0.34 0.1 0.04 0.148689 0.0497518 0.3099794 0.070421 -0.0085337
0.34 0.1 0.05 0.1487038 0.0497479 0.3057439 0.0661675 0.0
0.34 0.1 0.06 0.148689 0.0497518 0.3014456 0.0618873 0.0085337
0.34 0.1 0.07 0.1486448 0.0497636 0.2970855 0.0575811 0.0170658
0.34 0.1 0.08 0.148571 0.0497831 0.2926648 0.05325 0.0255944
0.34 0.1 0.09 0.1484678 0.0498105 0.2881851 0.048895 0.034118
0.34 0.1 0.1 0.1483349 0.0498458 0.2836483 0.0445172 0.0426346
0.34 0.1 0.11 0.1481724 0.049889 0.2790568 0.0401179 0.0511425
0.34 0.1 0.12 0.1479804 0.0499402 0.2744132 0.0356986 0.0596394
0.34 0.1 0.13 0.1477586 0.0499994 0.2697204 0.0312606 0.0681235
0.34 0.1 0.14 0.1475071 0.0500666 0.264982 0.0268057 0.0765922
0.34 0.1 0.15 0.1472259 0.050142 0.2602016 0.0223358 0.0850432
0.34 0.1 0.16 0.1469148 0.0502255 0.2553835 0.0178528 0.0934738
0.34 0.1 0.17 0.146574 0.0503173 0.2505323 0.0133589 0.1018812
0.34 0.1 0.18 0.1462033 0.0504174 0.2456531 0.0088565 0.1102622
0.34 0.1 0.19 0.1458027 0.0505259 0.2407515 0.0043481 0.1186135
0.34 0.1 0.2 0.1453724 0.0506428 0.2358334 -0.0001634 0.1269315
0.34 0.1 0.21 0.1449123 0.0507681 0.2309053 -0.0046752 0.1352124
0.34 0.1 0.22 0.1444225 0.050902 0.2259741 -0.009184 0.1434519
0.34 0.1 0.23 0.1439031 0.0510445 0.2210472 -0.0136865 0.1516457
0.34 0.1 0.24 0.1433542 0.0511956 0.2161325 -0.0181791 0.1597891
0.34 0.1 0.25 0.1427761 0.0513552 0.2112382 -0.0226579 0.167877
0.34 0.1 0.26 0.142169 0.0515234 0.206373 -0.0271191 0.1759043
0.34 0.1 0.27 0.1415331 0.0517001 0.2015461 -0.0315584 0.1838655
0.34 0.1 0.28 0.1408689 0.0518853 0.1967669 -0.0359714 0.1917548
0.34 0.1 0.29 0.1401766 0.0520789 0.1920452 -0.0403538 0.1995663
0.34 0.1 0.3 0.1394567 0.0522807 0.1873913 -0.0447009 0.2072938
0.34 0.1 0.31 0.1387099 0.0524905 0.1828153 -0.0490081 0.2149312
0.34 0.1 0.32 0.1379365 0.0527082 0.1783278 -0.0532704 0.2224721
0.34 0.1 0.33 0.1371372 0.0529336 0.1739395 -0.0574832 0.22991
0.34 0.1 0.34 0.1363128 0.0531663 0.1696611 -0.0616415 0.2372386
0.34 0.1 0.35 0.135464 0.0534059 0.1655032 -0.0657407 0.2444514
0.34 0.1 0.36 0.1345914 0.0536522 0.1614764 -0.0697759 0.2515423
0.34 0.1 0.37 0.1336961 0.0539046 0.1575911 -0.0737426 0.2585051
0.34 0.1 0.38 0.1327788 0.0541627 0.1538575 -0.0776362 0.265334
0.34 0.1 0.39 0.1318404 0.0544259 0.1502854 -0.0814525 0.2720233
0.34 0.1 0.4 0.1308819 0.0546937 0.1468844 -0.0851874 0.2785678
0.34 0.11 -0.1 0.1435149 0.0496169 0.3916317 0.1345476 -0.1297826
0.34 0.11 -0.09 0.143959 0.0495067 0.3883414 0.1308199 -0.1215443
0.34 0.11 -0.08 0.1443732 0.0494043 0.3850014 0.1270555 -0.113275
0.34 0.11 -0.07 0.1447573 0.0493095 0.3816091 0.1232552 -0.1049782
0.34 0.11 -0.06 0.1451114 0.0492224 0.3781618 0.1194195 -0.0966571
0.34 0.11 -0.05 0.1454356 0.0491428 0.3746574 0.1155491 -0.0883147
0.34 0.11 -0.04 0.1457299 0.0490707 0.3710936 0.1116445 -0.0799537
0.34 0.11 -0.03 0.1459946 0.049006 0.3674688 0.1077064 -0.0715767
0.34 0.11 -0.02 0.1462295 0.0489487 0.3637812 0.1037351 -0.0631858
0.34 0.11 -0.01 0.1464349 0.0488987 0.3600295 0.0997312 -0.0547832
0.34 0.11 0.0 0.1466108 0.048856 0.3562126 0.095695 -0.0463707
0.34 0.11 0.01 0.1467572 0.0488204 0.3523294 0.0916272 -0.0379502
0.34 0.11 0.02 0.1468743 0.0487921 0.3483794 0.0875281 -0.0295233
0.34 0.11 0.03 0.1469621 0.0487708 0.3443621 0.0833981 -0.0210915
0.34 0.11 0.04 0.1470206 0.0487566 0.3402774 0.079238 -0.0126563
0.34 0.11 0.05 0.1470498 0.0487496 0.3361253 0.0750481 -0.004219
0.34 0.11 0.06 0.1470498 0.0487496 0.3319063 0.0708291 0.004219
0.34 0.11 0.07 0.1470206 0.0487566 0.3276211 0.0665817 0.0126563
0.34 0.11 0.08 0.1469621 0.0487708 0.3232706 0.0623067 0.0210915
0.34 0.11 0.09 0.1468743 0.0487921 0.3188561 0.0580048 0.0295233
0.34 0.11 0.1 0.1467572 0.0488204 0.3143792 0.053677 0.0379502
0.34 0.11 0.11 0.1466108 0.048856 0.3098418 0.0493243 0.0463707
0.34 0.11 0.12 0.1464349 0.0488987 0.3052464 0.044948 0.0547832
0.34 0.11 0.13 0.1462295 0.0489487 0.3005954 0.0405493 0.0631858
0.34 0.11 0.14 0.1459946 0.049006 0.2958921 0.0361297 0.0715767
0.34 0.11 0.15 0.1457299 0.0490707 0.2911399 0.0316908 0.0799537
0.34 0.11 0.16 0.1454356 0.0491428 0.2863426 0.0272344 0.0883147
0.34 0.11 0.17 0.1451114 0.0492224 0.2815047 0.0227624 0.0966571
0.34 0.11 0.18 0.1447573 0.0493095 0.2766309 0.018277 0.1049782
0.34 0.11 0.19 0.1443732 0.0494043 0.2717264 0.0137805 0.113275
0.34 0.11 0.2 0.143959 0.0495067 0.2667971 0.0092756 0.1215443
0.34 0.11 0.21 0.1435149 0.0496169 0.2618491 0.0047651 0.1297826
0.34 0.11 0.22 0.1430406 0.049735 0.2568892 0.0002519 0.137986
0.34 0.11 0.23 0.1425362 0.0498608 0.2519248 -0.0042607 0.1461504
0.34 0.11 0.24 0.1420019 0.0499946 0.2469635 -0.0087692 0.1542713
0.34 0.11 0.25 0.1414375 0.0501362 0.2420136 -0.0132699 0.1623441
0.34 0.11 0.26 0.1408433 0.0502858 0.2370839 -0.0177588 0.1703637
0.34 0.11 0.27 0.1402195 0.0504433 0.2321837 -0.0222318 0.1783246
0.34 0.11 0.28 0.1395662 0.0506086 0.2273226 -0.0266844 0.1862213
0.34 0.11 0.29 0.1388838 0.0507816 0.2225108 -0.0311122 0.1940478
0.34 0.11 0.3 0.1381724 0.0509624 0.2177587 -0.0355104 0.201798
0.34 0.11 0.31 0.1374327 0.0511506 0.2130773 -0.039874 0.2094655
0.34 0.11 0.32 0.1366649 0.0513462 0.2084775 -0.0441981 0.2170438
0.34 0.11 0.33 0.1358697 0.0515489 0.2039708 -0.0484776 0.2245261
0.34 0.11 0.34 0.1350475 0.0517585 0.1995686 -0.0527072 0.2319058
0.34 0.11 0.35 0.134199 0.0519746 0.1952824 -0.0568819 0.239176
0.34 0.11 0.36 0.133325 0.0521969 0.1911237 -0.0609964 0.2463301
0.34 0.11 0.37 0.1324262 0.0524249 0.1871039 -0.0650455 0.2533613
0.34 0.11 0.38 0.1315033 0.0526582 0.1832344 -0.0690243 0.2602633
0.34 0.11 0.39 0.1305572 0.0528963 0.1795261 -0.072928 0.2670297
0.34 0.11 0.4 0.1295887 0.0531386 0.1759896 -0.0767517 0.2736545
0.34 0.12 -0.1 0.1415132 0.0485387 0.4201185 0.1422793 -0.1324822
0.34 0.12 -0.09 0.1419718 0.0484366 0.4169347 0.1386307 -0.1243248
0.34 0.12 -0.08 0.1423999 0.0483415 0.4137018 0.1349453 -0.116139
0.34 0.12 -0.07 0.1427978 0.0482534 0.4104168 0.131224 -0.1079281
0.34 0.12 -0.06 0.1431654 0.0481721 0.4070768 0.1274671 -0.0996953
0.34 0.12 -0.05 0.143503 0.0480977 0.4036793 0.1236753 -0.0914435
0.34 0.12 -0.04 0.1438106 0.0480301 0.4002219 0.1198489 -0.0831753
0.34 0.12 -0.03 0.1440885 0.0479691 0.3967025 0.1159883 -0.0748929
0.34 0.12 -0.02 0.1443367 0.0479148 0.3931193 0.112094 -0.0665985
0.34 0.12 -0.01 0.1445553 0.047867 0.3894706 0.1081662 -0.0582938
0.34 0.12 0.0 0.1447445 0.0478257 0.385755 0.1042053 -0.0499807
0.34 0.12 0.01 0.1449045 0.0477909 0.3819713 0.1002116 -0.0416606
0.34 0.12 0.02 0.1450352 0.0477624 0.3781185 0.0961853 -0.0333349
0.34 0.12 0.03 0.1451367 0.0477403 0.374196 0.0921269 -0.0250048
0.34 0.12 0.04 0.1452092 0.0477246 0.3702034 0.0880365 -0.0166716
0.34 0.12 0.05 0.1452527 0.0477151 0.3661404 0.0839147 -0.0083363
0.34 0.12 0.06 0.1452672 0.047712 0.3620072 0.0797619 0.0
0.34 0.12 0.07 0.1452527 0.0477151 0.3578041 0.0755784 0.0083363
0.34 0.12 0.08 0.1452092 0.0477246 0.3535318 0.0713649 0.0166716
0.34 0.12 0.09 0.1451367 0.0477403 0.3491912 0.067122 0.0250048
0.34 0.12 0.1 0.1450352 0.0477624 0.3447836 0.0628505 0.0333349
0.34 0.12 0.11 0.1449045 0.0477909 0.3403107 0.058551 0.0416606
0.34 0.12 0.12 0.1447445 0.0478257 0.3357743 0.0542246 0.0499807
0.34 0.12 0.13 0.1445553 0.047867 0.3311768 0.0498724 0.0582938
0.34 0.12 0.14 0.1443367 0.0479148 0.3265209 0.0454956 0.0665985
0.34 0.12 0.15 0.1440885 0.0479691 0.3218096 0.0410954 0.0748929
0.34 0.12 0.16 0.1438106 0.0480301 0.3170466 0.0366736 0.0831753
0.34 0.12 0.17 0.143503 0.0480977 0.3122357 0.0322317 0.0914435
0.34 0.12 0.18 0.1431654 0.0481721 0.3073814 0.0277718 0.0996953
0.34 0.12 0.19 0.1427978 0.0482534 0.3024887 0.0232959 0.1079281
0.34 0.12 0.2 0.1423999 0.0483415 0.2975629 0.0188064 0.116139
0.34 0.12 0.21 0.1419718 0.0484366 0.2926099 0.0143059 0.1243248
0.34 0.12 0.22 0.1415132 0.0485387 0.2876363 0.0097971 0.1324822
0.34 0.12 0.23 0.1410241 0.048648 0.2826491 0.0052833 0.1406073
0.34 0.12 0.24 0.1405045 0.0487643 0.2776559 0.0007676 0.148696
0.34 0.12 0.25 0.1399542 0.0488878 0.2726647 -0.0037462 0.1567439
0.34 0.12 0.26 0.1393734 0.0490185 0.2676843 -0.0082544 0.1647461
0.34 0.12 0.27 0.138762 0.0491564 0.2627241 -0.0127529 0.1726975
0.34 0.12 0.28 0.1381202 0.0493015 0.2577936 -0.0172372 0.1805926
0.34 0.12 0.29 0.1374481 0.0494536 0.2529033 -0.0217029 0.1884255
0.34 0.12 0.3 0.1367458 0.0496128 0.2480639 -0.026145 0.1961902
0.34 0.12 0.31 0.1360138 0.0497789 0.2432866 -0.0305586 0.2038801
0.34 0.12 0.32 0.1352522 0.0499518 0.2385829 -0.0349384 0.2114886
0.34 0.12 0.33 0.1344614 0.0501312 0.2339649 -0.0392791 0.2190089
0.34 0.12 0.34 0.133642 0.0503169 0.2294447 -0.0435752 0.226434
0.34 0.12 0.35 0.1327945 0.0505087 0.2250346 -0.0478212 0.2337566
0.34 0.12 0.36 0.1319194 0.0507062 0.2207471 -0.0520113 0.2409695
0.34 0.12 0.37 0.1310173 0.050909 0.2165945 -0.05614 0.2480657
0.34 0.12 0.38 0.1300891 0.0511167 0.2125893 -0.0602018 0.255038
0.34 0.12 0.39 0.1291353 0.0513287 0.2087436 -0.0641912 0.2618795
0.34 0.12 0.4 0.128157 0.0515445 0.2050694 -0.0681027 0.2685833
0.34 0.13 -0.1 0.1393634 0.0474131 0.4482933 0.1499689 -0.1350321
0.34 0.13 -0.09 0.1398371 0.0473205 0.4452118 0.1463991 -0.1269563
0.34 0.13 -0.08 0.14028 0.0472342 0.4420822 0.1427929 -0.1188548
0.34 0.13 -0.07 0.1406921 0.047154 0.4389012 0.1391508 -0.1107312
0.34 0.13 -0.06 0.1410738 0.04708 0.4356656 0.1354732 -0.1025883
0.34 0.13 -0.05 0.1414251 0.047012 0.4323728 0.1317607 -0.0944289
0.34 0.13 -0.04 0.1417464 0.04695 0.42902 0.1280135 -0.0862555
0.34 0.13 -0.03 0.1420377 0.046894 0.425605 0.1242318 -0.0780702
0.34 0.13 -0.02 0.1422992 0.0468437 0.4221257 0.120416 -0.0698748
0.34 0.13 -0.01 0.1425312 0.0467992 0.4185801 0.1165663 -0.0616712
0.34 0.13 0.0 0.1427338 0.0467604 0.4149666 0.1126828 -0.0534606
0.34 0.13 0.01 0.1429072 0.0467273 0.4112837 0.1087657 -0.0452445
0.34 0.13 0.02 0.1430515 0.0466998 0.4075304 0.1048151 -0.0370238
0.34 0.13 0.03 0.1431667 0.0466778 0.4037056 0.1008312 -0.0287997
0.34 0.13 0.04 0.1432531 0.0466613 0.3998087 0.0968142 -0.020573
0.34 0.13 0.05 0.1433106 0.0466504 0.3958393 0.0927643 -0.0123445
0.34 0.13 0.06 0.1433394 0.0466449 0.391797 0.0886817 -0.004115
0.34 0.13 0.07 0.1433394 0.0466449 0.387682 0.0845668 0.004115
0.34 0.13 0.08 0.1433106 0.0466504 0.3834947 0.0804198 0.0123445
0.34 0.13 0.09 0.1432531 0.0466613 0.3792357 0.0762412 0.020573
0.34 0.13 0.1 0.1431667 0.0466778 0.3749059 0.0720315 0.0287997
0.34 0.13 0.11 0.1430515 0.0466998 0.3705066 0.0677912 0.0370238
0.34 0.13 0.12 0.1429072 0.0467273 0.3660393 0.0635212 0.0452445
0.34 0.13 0.13 0.1427338 0.0467604 0.3615059 0.0592222 0.0534606
0.34 0.13 0.14 0.1425312 0.0467992 0.3569089 0.0548951 0.0616712
0.34 0.13 0.15 0.1422992 0.0468437 0.3522508 0.0505412 0.0698748
0.34 0.13 0.16 0.1420377 0.046894 0.3475349 0.0461617 0.0780702
0.34 0.13 0.17 0.1417464 0.04695 0.3427646 0.041758 0.0862555
0.34 0.13 0.18 0.1414251 0.047012 0.3379439 0.0373318 0.0944289
0.34 0.13 0.19 0.1410738 0.04708 0.3330774 0.032885 0.1025883
0.34 0.13 0.2 0.1406921 0.047154 0.32817 0.0284196 0.1107312
0.34 0.13 0.21 0.14028 0.0472342 0.3232274 0.023938 0.1188548
0.34 0.13 0.22 0.1398371 0.0473205 0.3182555 0.0194428 0.1269563
0.34 0.13 0.23 0.1393634 0.0474131 0.3132612 0.0149368 0.1350321
0.34 0.13 0.24 0.1388586 0.047512 0.3082517 0.0104232 0.1430785
0.34 0.13 0.25 0.1383226 0.0476173 0.3032348 0.0059052 0.1510914
0.34 0.13 0.26 0.1377554 0.047729 0.2982191 0.0013867 0.1590663
0.34 0.13 0.27 0.1371567 0.0478471 0.2932136 -0.0031284 0.1669983
0.34 0.13 0.28 0.1365267 0.0479716 0.2882283 -0.0076359 0.1748822
0.34 0.13 0.29 0.1358653 0.0481025 0.2832732 -0.0121311 0.1827122
0.34 0.13 0.3 0.1351726 0.0482397 0.2783594 -0.0166093 0.1904823
0.34 0.13 0.31 0.1344486 0.0483831 0.2734984 -0.0210653 0.1981861
0.34 0.13 0.32 0.1336936 0.0485326 0.268702 -0.0254939 0.205817
0.34 0.13 0.33 0.1329078 0.0486881 0.2639827 -0.0298894 0.2133679
0.34 0.13 0.34 0.1320916 0.0488493 0.2593533 -0.0342461 0.2208316
0.34 0.13 0.35 0.1312453 0.049016 0.2548268 -0.0385581 0.2282005
0.34 0.13 0.36 0.1303694 0.0491879 0.2504165 -0.0428193 0.2354672
0.34 0.13 0.37 0.1294644 0.0493645 0.2461359 -0.0470238 0.2426238
0.34 0.13 0.38 0.1285308 0.0495455 0.2419985 -0.0511654 0.2496628
0.34 0.13 0.39 0.1275695 0.0497304 0.2380177 -0.0552379 0.2565764
0.34 0.13 0.4 0.126581 0.0499187 0.2342066 -0.0592355 0.2633572
0.34 0.14 -0.1 0.1370591 0.0462438 0.4762251 0.1576214 -0.1374344
0.34 0.14 -0.09 0.1375491 0.0461623 0.4732405 0.1541298 -0.1294404
0.34 0.14 -0.08 0.1380077 0.0460862 0.4702092 0.1506021 -0.121424
0.34 0.14 -0.07 0.138435 0.0460155 0.4671276 0.147039 -0.1133882
0.34 0.14 -0.06 0.1388313 0.04595 0.4639925 0.1434407 -0.1053363
0.34 0.14 -0.05 0.139197 0.0458898 0.4608008 0.1398077 -0.0972707
0.34 0.14 -0.04 0.1395324 0.0458348 0.4575497 0.13614 -0.0891936
0.34 0.14 -0.03 0.1398375 0.0457848 0.4542366 0.132438 -0.0811072
0.34 0.14 -0.02 0.1401128 0.0457398 0.4508593 0.1287017 -0.0730131
0.34 0.14 -0.01 0.1403584 0.0456998 0.4474156 0.1249313 -0.0649128
0.34 0.14 0.0 0.1405746 0.0456646 0.4439037 0.1211267 -0.0568075
0.34 0.14 0.01 0.1407615 0.0456342 0.4403219 0.117288 -0.0486982
0.34 0.14 0.02 0.1409193 0.0456086 0.4366689 0.1134153 -0.0405859
0.34 0.14 0.03 0.1410483 0.0455878 0.4329435 0.1095085 -0.0324712
0.34 0.14 0.04 0.1411485 0.0455716 0.4291447 0.1055677 -0.0243548
0.34 0.14 0.05 0.1412199 0.04556 0.4252718 0.1015928 -0.0162372
0.34 0.14 0.06 0.1412628 0.0455531 0.4213245 0.0975841 -0.0081188
0.34 0.14 0.07 0.1412771 0.0455508 0.4173024 0.0935415 0.0
0.34 0.14 0.08 0.1412628 0.0455531 0.4132057 0.0894653 0.0081188
0.34 0.14 0.09 0.1412199 0.04556 0.4090347 0.0853557 0.0162372
0.34 0.14 0.1 0.1411485 0.0455716 0.4047899 0.0812129 0.0243548
0.34 0.14 0.11 0.1410483 0.0455878 0.4004723 0.0770373 0.0324712
0.34 0.14 0.12 0.1409193 0.0456086 0.396083 0.0728294 0.0405859
0.34 0.14 0.13 0.1407615 0.0456342 0.3916237 0.0685898 0.0486982
0.34 0.14 0.14 0.1405746 0.0456646 0.3870962 0.0643192 0.0568075
0.34 0.14 0.15 0.1403584 0.0456998 0.3825028 0.0600185 0.0649128
0.34 0.14 0.16 0.1401128 0.0457398 0.3778462 0.0556886 0.0730131
0.34 0.14 0.17 0.1398375 0.0457848 0.3731294 0.0513308 0.0811072
0.34 0.14 0.18 0.1395324 0.0458348 0.368356 0.0469464 0.0891936
0.34 0.14 0.19 0.139197 0.0458898 0.3635301 0.042537 0.0972707
0.34 0.14 0.2 0.1388313 0.04595 0.3586562 0.0381045 0.1053363
0.34 0.14 0.21 0.138435 0.0460155 0.3537393 0.0336507 0.1133882
0.34 0.14 0.22 0.1380077 0.0460862 0.3487852 0.0291782 0.121424
0.34 0.14 0.23 0.1375491 0.0461623 0.3438 0.0246893 0.1294404
0.34 0.14 0.24 0.1370591 0.0462438 0.3387907 0.020187 0.1374344
0.34 0.14 0.25 0.1365374 0.0463308 0.3337648 0.0156745 0.1454021
0.34 0.14 0.26 0.1359838 0.0464234 0.3287304 0.0111551 0.1533394
0.34 0.14 0.27 0.135398 0.0465215 0.3236964 0.0066327 0.1612417
0.34 0.14 0.28 0.13478 0.0466252 0.3186723 0.0021114 0.1691042
0.34 0.14 0.29 0.1341294 0.0467345 0.3136684 -0.0024043 0.1769213
0.34 0.14 0.3 0.1334464 0.0468493 0.3086956 -0.0069098 0.1846872
0.34 0.14 0.31 0.1327308 0.0469696 0.3037655 -0.0113998 0.1923957
0.34 0.14 0.32 0.1319826 0.0470952 0.2988901 -0.0158691 0.2000401
0.34 0.14 0.33 0.1312021 0.0472261 0.2940824 -0.0203119 0.2076133
0.34 0.14 0.34 0.1303892 0.047362 0.2893555 -0.0247223 0.2151078
0.34 0.14 0.35 0.1295443 0.0475028 0.2847232 -0.029094 0.2225161
0.34 0.14 0.36 0.1286677 0.0476481 0.2801996 -0.0334208 0.2298302
0.34 0.14 0.37 0.1277597 0.0477976 0.2757992 -0.0376961 0.2370418
0.34 0.14 0.38 0.1268208 0.0479509 0.2715364 -0.0419132 0.2441428
0.34 0.14 0.39 0.1258516 0.0481075 0.267426 -0.0460655 0.2511248
0.34 0.14 0.4 0.1248526 0.048267 0.2634825 -0.0501463 0.2579796
0.34 0.15 -0.1 0.1345919 0.0450335 0.5039833 0.1652407 -0.1396919
0.34 0.15 -0.09 0.1350996 0.0449647 0.5010885 0.161826 -0.1317798
0.34 0.15 -0.08 0.135575 0.0449004 0.498149 0.1583759 -0.1238484
0.34 0.15 -0.07 0.1360186 0.0448406 0.4951609 0.154891 -0.1159011
0.34 0.15 -0.06 0.1364307 0.0447852 0.4921207 0.1513714 -0.1079406
0.34 0.15 -0.05 0.1368117 0.0447342 0.4890252 0.1478174 -0.0999696
0.34 0.15 -0.04 0.1371619 0.0446874 0.4858713 0.1442292 -0.0919901
0.34 0.15 -0.03 0.1374815 0.0446449 0.4826564 0.1406069 -0.0840039
0.34 0.15 -0.02 0.1377711 0.0446064 0.4793779 0.1369504 -0.0760126
0.34 0.15 -0.01 0.1380308 0.0445721 0.4760336 0.1332599 -0.0680174
0.34 0.15 0.0 0.1382608 0.0445417 0.4726213 0.1295351 -0.0600194
0.34 0.15 0.01 0.1384616 0.0445152 0.4691394 0.1257761 -0.0520193
0.34 0.15 0.02 0.1386333 0.0444927 0.4655862 0.1219827 -0.0440178
0.34 0.15 0.03 0.138776 0.0444739 0.4619603 0.1181548 -0.0360154
0.34 0.15 0.04 0.13889 0.044459 0.4582606 0.1142923 -0.0280124
0.34 0.15 0.05 0.1389754 0.0444478 0.4544862 0.1103951 -0.020009
0.34 0.15 0.06 0.1390322 0.0444404 0.4506363 0.106463 -0.0120055
0.34 0.15 0.07 0.1390606 0.0444367 0.4467106 0.1024961 -0.0040018
0.34 0.15 0.08 0.1390606 0.0444367 0.4427088 0.0984943 0.0040018
0.34 0.15 0.09 0.1390322 0.0444404 0.4386309 0.0944576 0.0120055
0.34 0.15 0.1 0.1389754 0.0444478 0.4344772 0.0903861 0.020009
0.34 0.15 0.11 0.13889 0.044459 0.4302482 0.0862799 0.0280124
0.34 0.15 0.12 0.138776 0.0444739 0.4259449 0.0821394 0.0360154
0.34 0.15 0.13 0.1386333 0.0444927 0.4215684 0.0779649 0.0440178
0.34 0.15 0.14 0.1384616 0.0445152 0.4171201 0.0737568 0.0520193
0.34 0.15 0.15 0.1382608 0.0445417 0.4126019 0.0695157 0.0600194
0.34 0.15 0.16 0.1380308 0.0445721 0.4080161 0.0652424 0.0680174
0.34 0.15 0.17 0.1377711 0.0446064 0.4033653 0.0609378 0.0760126
0.34 0.15 0.18 0.1374815 0.0446449 0.3986525 0.0566029 0.0840039
0.34 0.15 0.19 0.1371619 0.0446874 0.3938812 0.0522391 0.0919901
0.34 0.15 0.2 0.1368117 0.0447342 0.3890556 0.0478478 0.0999696
0.34 0.15 0.21 0.1364307 0.0447852 0.3841801 0.0434307 0.1079406
0.34 0.15 0.22 0.1360186 0.0448406 0.3792598 0.0389899 0.1159011
0.34 0.15 0.23 0.135575 0.0449004 0.3743006 0.0345275 0.1238484
0.34 0.15 0.24 0.1350996 0.0449647 0.3693088 0.0300462 0.1317798
0.34 0.15 0.25 0.1345919 0.0450335 0.3642914 0.0255488 0.1396919
0.34 0.15 0.26 0.1340517 0.0451069 0.3592561 0.0210384 0.1475812
0.34 0.15 0.27 0.1334786 0.045185 0.3542116 0.0165187 0.1554433
0.34 0.15 0.28 0.1328723 0.0452677 0.3491669 0.0119934 0.1632739
0.34 0.15 0.29 0.1322326 0.0453551 0.344132 0.0074669 0.1710676
0.34 0.15 0.3 0.1315592 0.0454471 0.3391178 0.0029438 0.1788191
0.34 0.15 0.31 0.1308519 0.0455438 0.3341357 -0.0015709 0.1865222
0.34 0.15 0.32 0.1301106 0.0456449 0.3291979 -0.0060719 0.1941703
0.34 0.15 0.33 0.1293352 0.0457505 0.3243176 -0.0105534 0.2017566
0.34 0.15 0.34 0.1285256 0.0458604 0.3195082 -0.0150094 0.2092734
0.34 0.15 0.35 0.127682 0.0459743 0.3147841 -0.0194334 0.2167129
0.34 0.15 0.36 0.1268045 0.046092 0.3101601 -0.0238189 0.224067
0.34 0.15 0.37 0.1258933 0.0462133 0.3056514 -0.0281588 0.2313271
0.34 0.15 0.38 0.1249486 0.0463377 0.3012738 -0.0324461 0.2384843
0.34 0.15 0.39 0.123971 0.0464648 0.2970431 -0.0366735 0.2455299
0.34 0.15 0.4 0.1229608 0.0465941 0.2929753 -0.0408335 0.2524546
0.34 0.16 -0.1 0.1319503 0.0437837 0.5316365 0.1728294 -0.1418088
0.34 0.16 -0.09 0.1324776 0.0437294 0.5288229 0.1694898 -0.133978
0.34 0.16 -0.08 0.1329718 0.0436787 0.5259669 0.1661158 -0.1261316
0.34 0.16 -0.07 0.1334333 0.0436315 0.5230645 0.1627075 -0.1182726
0.34 0.16 -0.06 0.1338625 0.0435878 0.5201121 0.1592654 -0.1104039
0.34 0.16 -0.05 0.13426 0.0435474 0.5171061 0.1557896 -0.1025279
0.34 0.16 -0.04 0.1346261 0.0435104 0.5140435 0.15228 -0.0946465
0.34 0.16 -0.03 0.1349613 0.0434766 0.5109213 0.1487369 -0.0867614
0.34 0.16 -0.02 0.1352659 0.0434461 0.5077369 0.14516 -0.0788739
0.34 0.16 -0.01 0.1355404 0.0434187 0.5044877 0.1415493 -0.0709851
0.34 0.16 0.0 0.135785 0.0433943 0.5011717 0.1379046 -0.0630958
0.34 0.16 0.01 0.1360001 0.0433729 0.4977869 0.1342258 -0.0552065
0.34 0.16 0.02 0.1361859 0.0433545 0.4943314 0.1305125 -0.0473178
0.34 0.16 0.03 0.1363428 0.043339 0.4908038 0.1267647 -0.0394298
0.34 0.16 0.04 0.1364708 0.0433264 0.4872027 0.122982 -0.0315426
0.34 0.16 0.05 0.1365702 0.0433166 0.4835271 0.1191641 -0.0236561
0.34 0.16 0.06 0.1366411 0.0433097 0.4797759 0.1153109 -0.0157703
0.34 0.16 0.07 0.1366836 0.0433055 0.4759485 0.1114221 -0.007885
0.34 0.16 0.08 0.1366978 0.0433041 0.4720444 0.1074975 0.0
0.34 0.16 0.09 0.1366836 0.0433055 0.4680634 0.1035371 0.007885
0.34 0.16 0.1 0.1366411 0.0433097 0.4640055 0.0995406 0.0157703
0.34 0.16 0.11 0.1365702 0.0433166 0.4598709 0.095508 0.0236561
0.34 0.16 0.12 0.1364708 0.0433264 0.4556602 0.0914394 0.0315426
0.34 0.16 0.13 0.1363428 0.043339 0.451374 0.0873349 0.0394298
0.34 0.16 0.14 0.1361859 0.0433545 0.4470136 0.0831947 0.0473178
0.34 0.16 0.15 0.1360001 0.0433729 0.4425803 0.0790192 0.0552065
0.34 0.16 0.16 0.135785 0.0433943 0.438076 0.0748089 0.0630958
0.34 0.16 0.17 0.1355404 0.0434187 0.4335027 0.0705642 0.0709851
0.34 0.16 0.18 0.1352659 0.0434461 0.428863 0.0662861 0.0788739
0.34 0.16 0.19 0.1349613 0.0434766 0.4241599 0.0619755 0.0867614
